"Effect.Measure.v.descriptive","PMID","First.Author","Published","Year.Published","Include.area","Study.Funding.source.s.","Possible.Conflict.of.interest.for.study.authors","Study.purpose","Study.type","Vaccine.type","Vaccine.strategy","Number.doses.MVA.BN","Subcutaneous.or.intradermal.MVA.BN","Intervention.status","Dates.of.Outbreak","Country.of.outbreak","Population.description","Inclusion.Criteria","Exclusion.Criteria","Total.cohort.size.or.close.contact.pool","Case.report.forms.Complete.information..n.","Total.Cases.in.case.control","Total.control.in.case.control","loss.to.follow.up","Total.number.vaccinated.people","Historic.smallpox","PEP.or...14.days.after.1.dose","..1.dose.MVA.BN.vaccine.or.partially.vaccinated","..2.dose.MVA.BN.vaccine.or.fully.vaccinated","Subcutaneous","Intradermal","heterologous","Total.number.unvaccinated.people","unknown.vaccine.status","Episodes.outbreaks","Total.mpox.Cases","Total.vaccinated.mpox.cases","Total.vaccinated.mpox.historic.1st.gen.cases","Total.vaccinated.mpox.historic.2nd.gen.cases","Total.vaccinated.mpox.PEP.cases","Total.vaccinated.mpox.non.PEP.1.dose.cases","Total.vaccinated.mpox.2.dose","Total.unvaccinated.mpox.cases","Total.vaccinated.mpox.controls","Total.unvaccinated.mpox.controls","Notes.N","Measure..HR..IRR..RR..cumulative.incidence..attack.rate.etc.","..95..CI...67","Effect.measure","Dose","Adjusted","VE.type","Sensitivity","VE.outcome","Lower.CI","Upper.CI","Central.Effect.Estimate.reported","Effect.Est.lower.95.CI","Effect.Est.upper.95.CI","Regression.Coefficient","Regression.Coefficient.lower.95..CI","Regression.Coefficient.upper.95..CI","Vaccinated.secondary.cases","Unvaccinated.secondary.cases","Vaccinated.Contacts","Unvaccinated.Contacts","Vaccinated.or.cases.event","n.vaccinated.or.cases","unvaccinated..or.controls.event","n.unvaccinated.or.controls","unknown.or.missing.event.vaccinated","unknown.or.missing.total.n","Person.days.vaccinated","events.vaccinated","Person.days.unvaccinated","events.unvaccinated","crude.VE","..95..CI...97","Mean.vaccinated","sd.vaccinated","Mean.unvaccinated","sd.unvaccinated","Median.vaccinated","Lower.IQR.vaccinated","Upper.IQR.vaccinated","Median.unvaccinated","Lower.IQR.unvaccinated","Upper.IQR.unvaccinated","Controlled.for","Timing.of.measure","Cohort.Age...median.or.description.","Cohort.IQR.Age.lower","Cohort.IQR.Age.higher","Cohort.age.mean","Cohort.age.sd","Cohort.vaccinated.age.median","Cohort.unvaccinated.age.median","Cohort.unvaccinated.age.IQR","Cohort.unvaccinated.age.mean","Cohort.unvaccinated.age.sd","Cohort.age.unvaccinated..median","Cohort.age.unvaccinated.IQR","Cohort.age.vaccinated..mean","Cohort.age.vaccinated.sd","Monkeypox.cases.Age...median.","Monkeypox.cases.IQR.Age.lower","Monkeypox.cases.IQR.Age.higher","Monkeypox.controls.Age...median.","Monkeypox.controls.IQR.Age.lower","Monkeypox.controls.IQR.Age.higher","Cohort.cis.male.n","vaccinated..Male.n","unvaccinated..Male.n","cohort.MSM.n","vaccinated..MSM.n","unvaccinated.MSM.n","Monkeypox.cases.vaccinated.MSM.n","Monkeypox.cases.unvaccinated.MSM.n","Monkeypox.cases.vaccinated.non.MSM.n","Monkeypox.cases.unvaccinated.non.MSM.n","n.Non.Hispanic.White","Hispanic.Latino.n","Black.n....presumed","n.Known.HIV.status","n.HIV.positive","n.HIV.positive.vaccinated","n.HIV.positive.unvaccinated","n.CD4..200","n.VL...200","n.VL..50","n.PrEP.users","n.PrEP.users.vaccinated","n.PrEP.users.unvaccinated","n.Known.Hospital.status","n.Hospitalized","n.Hospitalized.vaccinated","n.Hospitalized.unvaccinated","n.not.hospitalized.vaccinated","n.not.hospitalized.unvaccinated","Limitations","...682","Internal.notes.for.coding"
"281","37318762","Morales","Eurosurveillance",2023,"Infection","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2024","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN 7-13 days exposure to vacciantion","N","0.90200000000000002","0.72499999999999998","0.96499999999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3233,4,5774,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"12 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"282","37318762","Morales","Eurosurveillance",2023,"Infection","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2025","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN 14-20 days exposure to vacciantion","N","0.86699999999999999","0.44","0.96899999999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1595,2,5774,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"13 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"283","37318762","Morales","Eurosurveillance",2023,"Infection","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2026","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN 21-25 days exposure to vacciantion","N","1","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,0,5774,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"14 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"284","37318762","Morales","Eurosurveillance",2023,"Severity","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2027","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN general symptoms","N","0.71599999999999997","0.18099999999999999","0.90200000000000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,5,390,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"15 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"285","37318762","Morales","Eurosurveillance",2023,"Severity","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2028","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN polysymptomatic disease","N","0.85499999999999998","0.26700000000000002","0.97099999999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,2,390,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"16 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"286","37318762","Morales","Eurosurveillance",2023,"Infection","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2029","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN age 0-39","N","0.87","0.70399999999999996","0.94299999999999995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6841,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"17 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"287","37318762","Morales","Eurosurveillance",2023,"Infection","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2030","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN age >= 40","N","0.94599999999999995","0.57699999999999996","0.99299999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5032,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"18 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"288","37318762","Morales","Eurosurveillance",2023,"Infection","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2031","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN female","N","0.42099999999999999","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2941,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"19 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"289","37318762","Morales","Eurosurveillance",2023,"Infection","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2032","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN male","N","0.89500000000000002","0.76400000000000001","0.95299999999999996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8932,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"20 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"290","37318762","Morales","Eurosurveillance",2023,"Infection","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2033","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN contact HCW","N","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"21 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"291","37318762","Morales","Eurosurveillance",2023,"Infection","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2034","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN contact nosocomial","N","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"22 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"292","37318762","Morales","Eurosurveillance",2023,"Infection","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2035","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN contact social","N","1","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"23 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"293","37318762","Morales","Eurosurveillance",2023,"Infection","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2036","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN contact household","N","0.222","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5078,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"24 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"294","37318762","Morales","Eurosurveillance",2023,"Infection","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2037","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN contact cohabitating sexual contact","N","0.88600000000000001","0.66100000000000003","0.96199999999999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3274,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"25 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"295","37318762","Morales","Eurosurveillance",2023,"Infection","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2038","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN contact non cohabitating sexual contact","N","0.93600000000000005","0.72099999999999997","0.98499999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2325,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"26 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"296","37318762","Morales","Eurosurveillance",2023,"Infection","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2039","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN HIV prep user","N","1","NA","BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1139,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"27 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"297","37318762","Morales","Eurosurveillance",2023,"Infection","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2040","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN non HIV prep user","N","0.85","0.67400000000000004","0.93100000000000005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10734,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"28 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
"298","37318762","Morales","Eurosurveillance",2023,"Infection","None noted","None","assess PEP VE in early 2022 outbreak","Dynamic prospective cohort","MVA-BN","PEP","1","Subcutaneous","Administer MVA-BN in clinic after epidemiologic investigation of contacts of known cases","May - Aug 2022","Spain","contacts of known mpox cases in Spain, early 2041","Close contacts of known confirmed symptomatic mpox cases via contact with body fluids or lesions, contacted fomites or clinical samples without PPE a","index case could not be laboratory confirmed, contact with compatible mpox symptoms and etiology could not be confirmed, date of risk of contact month established or risk of exposure during follow up outside the home","491",484,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,254,NA,"1","57","8",NA,NA,NA,NA,NA,"49",NA,NA,NA,"HR",95,"VE","1","Y","MVA-BN PLWH","N","0.86799999999999999","0.60199999999999998","0.95599999999999996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1564,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35 (31-40)","34 (30-38)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","40",NA,NA,NA,NA,NA,NA,"25","4","21",NA,NA,NA,"29 (0 vaccinated, 10 unvaccinated)",NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA
